epoch,split,total_loss,action_loss,action_loss_units,future_loss,future_latent_cosine_error,future_latent_mse,future_latent_cosine_error_by_horizon,future_latent_mse_by_horizon,action_mse_by_horizon,action_mse_by_dimension,spike_loss,action_mse,action_mse_units,steps,samples,parameter_count,trainable_parameter_count,lower_is_better
22,train_single_demo,0.03791144552,0.03791144552,raw_action_units,1.001638452,1.001638452,5.454281807,"[1.026830554, 1.0144654512, 0.9731938243, 0.9920640588]","[5.5106163025, 5.4731640816, 5.4028449059, 5.4305000305]","[0.0053003784, 0.006485878, 0.0138514759, 0.016947614]","[0.0061786789, 0.0073184632, 0.0073843542, 0.0010972283, 0.0007980647, 0.0014453749, 0.0503021926]",0,0.03791144348,raw_action_units,2,96,769564,769564,true
22,eval_same_demo_teacher_forced,0.03658550729,0.03658550729,raw_action_units,1.002298713,1.002298713,5.45783186,"[1.0251230001, 1.0136355162, 0.9740235806, 0.9964129329]","[5.5096259117, 5.4749846458, 5.4059243202, 5.4407916069]","[0.0086421566, 0.0152962441, 0.0177916829, 0.0220251009]","[0.0045684678, 0.0057991841, 0.0051600956, 0.0008788065, 0.0007490356, 0.0010991654, 0.0933168009]",0,0.03658550694,raw_action_units,2,96,769564,769564,true
23,train_single_demo,0.03645499051,0.03645499051,raw_action_units,1.002142588,1.002142588,5.45783631,"[1.0251030922, 1.0130182505, 0.9742826819, 0.9961662292]","[5.5097746849, 5.4743552208, 5.4066386223, 5.4405751228]","[0.0076764007, 0.0115226954, 0.0111554535, 0.0136090778]","[0.0056007113, 0.0076187267, 0.007523933, 0.0009036194, 0.0007675293, 0.0005791472, 0.0539426804]",0,0.0364549898,raw_action_units,2,96,769564,769564,true
23,eval_same_demo_teacher_forced,0.03559650853,0.03559650853,raw_action_units,1.002359668,1.002359668,5.46064504,"[1.0270107985, 1.0118746758, 0.9765835404, 0.9939696789]","[5.5152287483, 5.475622654, 5.4128890038, 5.4388384819]","[0.0079452274, 0.0141901569, 0.0180647094, 0.0213487241]","[0.0037912864, 0.0052242787, 0.004004017, 0.0010856502, 0.0011067387, 0.0011949126, 0.0913035497]",0,0.03559650694,raw_action_units,2,96,769564,769564,true
24,train_single_demo,0.03547923019,0.03547923019,raw_action_units,1.002557357,1.002557357,5.461119016,"[1.027484417, 1.0123776197, 0.9765995145, 0.9937681556]","[5.5162577629, 5.4764780998, 5.4131741524, 5.4385666847]","[0.0040748338, 0.010776327, 0.0134249702, 0.0131250396]","[0.0041807652, 0.0073266136, 0.0091710361, 0.0010157857, 0.0009089824, 0.0008334414, 0.049015414]",0,0.03547922912,raw_action_units,2,96,769564,769564,true
24,eval_same_demo_teacher_forced,0.03408236057,0.03408236057,raw_action_units,1.003113429,1.003113429,5.461733818,"[1.0280908346, 1.0156823397, 0.9770718217, 0.9916086793]","[5.5174179077, 5.4809746742, 5.4151320457, 5.4334087372]","[0.0079331016, 0.0142831616, 0.0181817561, 0.0204799455]","[0.0034902475, 0.0068915891, 0.003633233, 0.001038524, 0.0011021669, 0.00074813, 0.0896325484]",0,0.03408235879,raw_action_units,2,96,769564,769564,true
25,train_single_demo,0.03414665287,0.03414665287,raw_action_units,1.002982299,1.002982299,5.461033185,"[1.0276063681, 1.0160653591, 0.976691246, 0.9915661812]","[5.5161375999, 5.4809737206, 5.4142613411, 5.4327578545]","[0.004722063, 0.0090155806, 0.0160681102, 0.0175698381]","[0.0054138266, 0.0075513888, 0.006431188, 0.0008896149, 0.0005881625, 0.0004096256, 0.0616234839]",0,0.03414665234,raw_action_units,2,96,769564,769564,true
25,eval_same_demo_teacher_forced,0.03310245275,0.03310245275,raw_action_units,1.001835545,1.001835545,5.457297325,"[1.0255807638, 1.0155140162, 0.9743618369, 0.9918854237]","[5.5108895302, 5.477602005, 5.4089584351, 5.4317378998]","[0.0079231933, 0.0142591605, 0.0169632416, 0.0198478121]","[0.0038158039, 0.007493014, 0.0028272413, 0.0004584233, 0.0006879959, 0.0006328427, 0.0873231366]",0,0.03310245134,raw_action_units,2,96,769564,769564,true
26,train_single_demo,0.03312388435,0.03312388435,raw_action_units,1.001408577,1.001408577,5.456445853,"[1.0252131224, 1.0147309303, 0.9739480019, 0.9917419553]","[5.5100879669, 5.476167202, 5.4080696106, 5.43145895]","[0.0072917673, 0.0106904702, 0.0143535892, 0.0134863472]","[0.0033408972, 0.0059331325, 0.0049186978, 0.0009863999, 0.0008399637, 0.0003297447, 0.0638399646]",0,0.03312388275,raw_action_units,2,96,769564,769564,true
26,eval_same_demo_teacher_forced,0.03232789909,0.03232789909,raw_action_units,1.001220226,1.001220226,5.457983653,"[1.0260347128, 1.0125508308, 0.9736802578, 0.9926149249]","[5.5135555267, 5.4748206139, 5.4083361626, 5.4352221489]","[0.007769756, 0.0137890978, 0.0166577306, 0.0194286443]","[0.0038787371, 0.0053220019, 0.0027984546, 0.0004206009, 0.0007298191, 0.0003484652, 0.0873810649]",0,0.03232789749,raw_action_units,2,96,769564,769564,true
