epoch,split,total_loss,action_loss,action_loss_units,future_loss,future_latent_cosine_error,future_latent_mse,future_latent_cosine_error_by_horizon,future_latent_mse_by_horizon,action_mse_by_horizon,action_mse_by_dimension,spike_loss,action_mse,action_mse_units,steps,samples,parameter_count,trainable_parameter_count,lower_is_better
21,train,0.01922671022,0.01922671022,raw_action_units,0.9964874207,0.9964874207,5.431222422,"[1.0167131424, 1.0170799494, 0.989926219, 0.9622310996]","[5.4656004906, 5.4639687538, 5.4242267609, 5.3710899353]","[0.0096849026, 0.016264122, 0.0225034151, 0.028378468]","[0.01033198, 0.0063160295, 0.0108862333, 0.0004160368, 0.0009996137, 0.0005140227, 0.1049901396]",0,0.01922671022,raw_action_units,1315,42067,769564,769564,true
21,val,0.01882143161,0.01882143161,raw_action_units,1.003843462,1.003843462,5.479701966,"[1.0310436487, 1.0241539478, 0.9782000184, 0.9819759727]","[5.5258998871, 5.5115809441, 5.436413765, 5.4449138641]","[0.0087480722, 0.0153216124, 0.0221238099, 0.02866216]","[0.0090078246, 0.0069314963, 0.0087667406, 0.0002982974, 0.0008770765, 0.0003996259, 0.1047163382]",0,0.0188214316,raw_action_units,190,6073,769564,769564,true
22,train,0.01907530954,0.01907530954,raw_action_units,0.9976654216,0.9976654216,5.435862765,"[1.019590497, 1.019117713, 0.9874202609, 0.9645353556]","[5.4737167358, 5.4709939957, 5.4219350815, 5.3768057823]","[0.0096767927, 0.0161576606, 0.0222625025, 0.0281762443]","[0.0103723621, 0.0063140984, 0.0109595452, 0.0004095861, 0.0009612525, 0.0004888459, 0.1039725095]",0,0.01907530952,raw_action_units,1315,42067,769564,769564,true
22,val,0.0220276735,0.0220276735,raw_action_units,1.00002032,1.00002032,5.466417483,"[1.0300667286, 1.0107631683, 0.9830762744, 0.9761756063]","[5.5156545639, 5.4841570854, 5.4414653778, 5.4243936539]","[0.0102076726, 0.017606277, 0.026022926, 0.0338747688]","[0.0088606477, 0.0064859162, 0.0110942153, 0.0003201984, 0.0012915391, 0.0005220439, 0.1249208674]",0,0.0220276735,raw_action_units,190,6073,769564,769564,true
23,train,0.0189620143,0.0189620143,raw_action_units,0.9970675918,0.9970675918,5.436432014,"[1.0182301998, 1.0190657377, 0.9854778647, 0.9654995203]","[5.4733190536, 5.4732131958, 5.4200696945, 5.3791232109]","[0.0095546385, 0.0160389245, 0.0221516136, 0.0279984325]","[0.0102497535, 0.0062553221, 0.010875104, 0.0003977928, 0.0009912703, 0.0004832536, 0.1032988057]",0,0.0189620143,raw_action_units,1315,42067,769564,769564,true
23,val,0.02166302861,0.02166302861,raw_action_units,1.005717523,1.005717523,5.478915728,"[1.0390423536, 1.0173404217, 0.9841065407, 0.9823812842]","[5.5343728065, 5.499900341, 5.4425430298, 5.438847065]","[0.0097640734, 0.0173996221, 0.0256917737, 0.0334075205]","[0.0088232988, 0.0066572139, 0.0094874967, 0.0002603934, 0.0008725271, 0.0005625581, 0.1242968068]",0,0.02166302861,raw_action_units,190,6073,769564,769564,true
24,train,0.01877217224,0.01877217224,raw_action_units,0.9984807103,0.9984807103,5.441146649,"[1.0199741125, 1.0208975077, 0.9851717949, 0.9678789973]","[5.4796748161, 5.4792656898, 5.420768261, 5.3848791122]","[0.0095238751, 0.0159326661, 0.021891661, 0.027683543]","[0.0100767463, 0.006296427, 0.0107258363, 0.0003964849, 0.0009231068, 0.0004751819, 0.1024117693]",0,0.01877217221,raw_action_units,1315,42067,769564,769564,true
24,val,0.01958060702,0.01958060702,raw_action_units,1.005952614,1.005952614,5.480795159,"[1.034226656, 1.0186225176, 0.9918774962, 0.9790838957]","[5.5282464027, 5.501994133, 5.4596962929, 5.433245182]","[0.0090766652, 0.0158144906, 0.0230478738, 0.0300367922]","[0.0113072302, 0.0092208656, 0.0088760974, 0.0003101281, 0.0008753619, 0.0003865332, 0.1054814607]",0,0.01958060711,raw_action_units,190,6073,769564,769564,true
25,train,0.0186521359,0.0186521359,raw_action_units,0.9998828474,0.9998828474,5.444008691,"[1.0220061541, 1.0214364529, 0.9871037006, 0.9689840674]","[5.4836182594, 5.481092453, 5.4246702194, 5.3866586685]","[0.0094407406, 0.0157720577, 0.0217703152, 0.0274923574]","[0.0100940084, 0.0062308391, 0.0107151223, 0.0003845748, 0.0009281099, 0.0004775507, 0.1015018299]",0,0.0186521359,raw_action_units,1315,42067,769564,769564,true
25,val,0.01953435693,0.01953435693,raw_action_units,1.006985591,1.006985591,5.4990789,"[1.0398052931, 1.0192064047, 0.9867377877, 0.9821928144]","[5.5567746162, 5.5216875076, 5.4658508301, 5.452000618]","[0.0094287228, 0.0160469301, 0.0227436703, 0.029568417]","[0.008706321, 0.0063666347, 0.0089018624, 0.0003490267, 0.0009562339, 0.0005359583, 0.110312514]",0,0.01953435696,raw_action_units,190,6073,769564,769564,true
