epoch,split,action_mse
40,train,0.014586028598603747
41,val,0.014191998612313043
41,train,0.014191998612313043
42,val,0.0138826398622422
42,train,0.0138826398622422
43,val,0.013679168054035731
43,train,0.013679168054035731
44,val,0.013329794719105675
44,train,0.013329794719105675
45,val,0.013087188913708641
45,train,0.013087188913708641
46,val,0.012595645018986293
46,train,0.012595645018986293
47,val,0.012301930359431676
47,train,0.012301930359431676
48,val,0.012130613128344217
48,train,0.012130613128344217
49,val,0.01173116976306552
49,train,0.01173116976306552
50,val,0.01144405206044515
50,train,0.01144405206044515
51,val,0.011129344857874372
51,train,0.011129344857874372
52,val,0.010902602048147293
52,train,0.010902602048147293
53,val,0.010610243394261315
53,train,0.010610243394261315
54,val,0.010357914581185295
54,train,0.010357914581185295
55,val,0.010151973437695276
55,train,0.010151973437695276
56,val,0.009962797164916992
56,train,0.009962797164916992
57,val,0.009901044269402822
57,train,0.009901044269402822
58,val,0.009545243212154933
58,train,0.009545243212154933
59,val,0.009251997584388369
59,train,0.009251997584388369
60,val,0.009008390917664482
60,train,0.009008390917664482
61,val,0.008974193462303706
61,train,0.008974193462303706
62,val,0.008584575993674142
62,train,0.008584575993674142
63,val,0.008577373765763781
63,train,0.008577373765763781
64,val,0.008266471681140718
64,train,0.008266471681140718
65,val,0.008105505080450149
65,train,0.008105505080450149
66,val,0.00803667555252711
66,train,0.00803667555252711
67,val,0.007857165521099455
67,train,0.007857165521099455
68,val,0.007753630833966392
68,train,0.007753630833966392
69,val,0.0075738390996342615
69,train,0.0075738390996342615
70,val,0.0075060778430530006
70,train,0.0075060778430530006
71,val,0.007253316541512807
71,train,0.007253316541512807
72,val,0.00727955074537368
72,train,0.00727955074537368
73,val,0.007204992075761159
73,train,0.007204992075761159
74,val,0.007100097835063934
74,train,0.007100097835063934
75,val,0.006847739929244632
75,train,0.006847739929244632
76,val,0.006802884950524285
76,train,0.006802884950524285
77,val,0.006668961828663235
77,train,0.006668961828663235
78,val,0.0066275472442309065
78,train,0.0066275472442309065
79,val,0.006525042865957532
79,train,0.006525042865957532
80,val,0.00644451060465404
80,train,0.00644451060465404
81,val,0.006338470038913545
81,train,0.006338470038913545
82,val,0.0062453172036579675
82,train,0.0062453172036579675
83,val,0.006214761308261326
83,train,0.006214761308261326
84,val,0.0061760179343677704
84,train,0.0061760179343677704
85,val,0.006039831255163465
85,train,0.006039831255163465
86,val,0.006028388937314351
86,train,0.006028388937314351
87,val,0.005975850636050815
87,train,0.005975850636050815
88,val,0.00588002588067736
88,train,0.00588002588067736
89,val,0.005861648668845494
89,train,0.005861648668845494
90,val,0.005843510052987507
90,train,0.005843510052987507
91,val,0.005825519029583249
91,train,0.005825519029583249
92,val,0.00582233638990493
92,train,0.00582233638990493
93,val,0.005582816898822784
93,train,0.005582816898822784
94,val,0.005600132935103916
94,train,0.005600132935103916
95,val,0.005884189158678055
95,train,0.005884189158678055
96,val,0.005466187993685405
96,train,0.005466187993685405
97,val,0.005491193383932114
97,train,0.005491193383932114
98,val,0.005522432958795911
98,train,0.005522432958795911
99,val,0.0053400324568862005
99,train,0.0053400324568862005
100,val,0.005395881831645966
100,train,0.005395881831645966
101,val,0.005317324151595433
101,train,0.005317324151595433
102,val,0.0051793984714008515
102,train,0.0051793984714008515
103,val,0.005634146432081859
103,train,0.005634146432081859
104,val,0.005163978253092084
104,train,0.005163978253092084
105,val,0.005140966070549828
105,train,0.005140966070549828
106,val,0.005477324482940492
106,train,0.005477324482940492
107,val,0.005142975598573685
107,train,0.005142975598573685
108,val,0.005199423148518517
108,train,0.005199423148518517
109,val,0.005192186328626815
109,train,0.005192186328626815
110,val,0.0050233059695788795
110,train,0.0050233059695788795
111,val,0.005037145955221993
111,train,0.005037145955221993
112,val,0.0049776241538070495
112,train,0.0049776241538070495
113,val,0.004962502313511712
113,train,0.004962502313511712
114,val,0.00481146378886132
114,train,0.00481146378886132
115,val,0.004900529448475156
115,train,0.004900529448475156
116,val,0.004858967448983874
116,train,0.004858967448983874
117,val,0.004734502484401067
117,train,0.004734502484401067
118,val,0.004797286043564479
118,train,0.004797286043564479
119,val,0.004673696167412258
119,train,0.004673696167412258
120,val,0.004618640279486066
120,train,0.004618640279486066
121,val,0.00461407360576448
121,train,0.00461407360576448
122,val,0.004511131239788873
122,train,0.004511131239788873
123,val,0.0045155251309985205
123,train,0.0045155251309985205
124,val,0.004465662297748384
124,train,0.004465662297748384
125,val,0.0044392964669636315
125,train,0.0044392964669636315
126,val,0.004463557508729753
126,train,0.004463557508729753
127,val,0.004491784565505527
127,train,0.004491784565505527
128,val,0.00445860553355444
128,train,0.00445860553355444
129,val,0.004544170839445931
129,train,0.004544170839445931
130,val,0.004342549613543919
130,train,0.004342549613543919
131,val,0.004318114547502427
131,train,0.004318114547502427
132,val,0.004311189587627139
132,train,0.004311189587627139
133,val,0.004244336414904822
133,train,0.004244336414904822
134,val,0.004245463049127942
134,train,0.004245463049127942
135,val,0.004187440943150293
135,train,0.004187440943150293
136,val,0.004122529888436908
136,train,0.004122529888436908
137,val,0.004130677807898749
137,train,0.004130677807898749
138,val,0.004203179585082191
138,train,0.004203179585082191
139,val,0.0041799188724585944
139,train,0.0041799188724585944
140,val,0.004120616508381707
140,train,0.004120616508381707
141,val,0.004076258944613593
141,train,0.004076258944613593
142,val,0.004075454459303901
142,train,0.004075454459303901
143,val,0.004013088132653918
143,train,0.004013088132653918
144,val,0.003970868353332792
144,train,0.003970868353332792
145,val,0.003992598503828049
145,train,0.003992598503828049
146,val,0.0039906831724303106
146,train,0.0039906831724303106
147,val,0.003989655524492264
147,train,0.003989655524492264
148,val,0.003923159092664719
148,train,0.003923159092664719
149,val,0.003930678679829552
149,train,0.003930678679829552
150,val,0.0039391836949757165
150,train,0.0039391836949757165
151,val,0.00391804338211105
151,train,0.00391804338211105
152,val,0.003905335707323892
152,train,0.003905335707323892
153,val,0.0039497968696412585
153,train,0.0039497968696412585
154,val,0.003886526184422629
154,train,0.003886526184422629
155,val,0.0037740348350434076
155,train,0.0037740348350434076
156,val,0.0038610421830699558
156,train,0.0038610421830699558
157,val,0.0037340126222088223
157,train,0.0037340126222088223
158,val,0.003705559564488275
158,train,0.003705559564488275
159,val,0.003697942764986129
159,train,0.003697942764986129
160,val,0.0036700649985245298
160,train,0.0036700649985245298
161,val,0.0036873028037093932
161,train,0.0036873028037093932
162,val,0.003623683892545246
162,train,0.003623683892545246
163,val,0.0035813207782450177
163,train,0.0035813207782450177
164,val,0.0036258328528631302
164,train,0.0036258328528631302
165,val,0.003573956411509287
165,train,0.003573956411509287
166,val,0.0035409366800671534
166,train,0.0035409366800671534
167,val,0.00352559487024943
167,train,0.00352559487024943
168,val,0.0035392684595925467
168,train,0.0035392684595925467
169,val,0.0034887704643465226
169,train,0.0034887704643465226
170,val,0.0035065337128582456
170,train,0.0035065337128582456
171,val,0.0035163604077838714
171,train,0.0035163604077838714
172,val,0.0034267304553872065
172,train,0.0034267304553872065
173,val,0.0034726127272560483
173,train,0.0034726127272560483
174,val,0.0034113036734717233
174,train,0.0034113036734717233
175,val,0.0034065618224087216
175,train,0.0034065618224087216
176,val,0.003396986939367794
176,train,0.003396986939367794
177,val,0.003418967748681704
177,train,0.003418967748681704
178,val,0.0033590924881753467
178,train,0.0033590924881753467
179,val,0.003333877417303267
179,train,0.003333877417303267
180,val,0.003343534788915089
180,train,0.003343534788915089
181,val,0.003348032189976601
181,train,0.003348032189976601
182,val,0.0033550775122074853
182,train,0.0033550775122074853
183,val,0.0033593527263119107
183,train,0.0033593527263119107
184,val,0.0033184163981959934
184,train,0.0033184163981959934
185,val,0.0034013992796341577
185,train,0.0034013992796341577
186,val,0.003353376385001909
186,train,0.003353376385001909
187,val,0.0033056073422942844
187,train,0.0033056073422942844
188,val,0.0032898875929060437
188,train,0.0032898875929060437
189,val,0.0033642977830909545
189,train,0.0033642977830909545
190,val,0.003380764807973589
190,train,0.003380764807973589
191,val,0.003266408241220883
191,train,0.003266408241220883
192,val,0.003231824952222052
192,train,0.003231824952222052
193,val,0.0032918627063433328
193,train,0.0032918627063433328
194,val,0.0032679406659943716
194,train,0.0032679406659943716
195,val,0.0032709140685342605
195,train,0.0032709140685342605
196,val,0.0032291732551086518
196,train,0.0032291732551086518
197,val,0.00324420276142302
197,train,0.00324420276142302
198,val,0.0032219761716467993
198,train,0.0032219761716467993
199,val,0.0032030313852287476
199,train,0.0032030313852287476
200,val,0.003236334327430952
200,train,0.003236334327430952
201,val,0.0031355245127564386
201,train,0.0031355245127564386
202,val,0.003234979740920521
202,train,0.003234979740920521
203,val,0.0033435837498732974
203,train,0.0033435837498732974
204,val,0.003176844368378321
204,train,0.003176844368378321
205,val,0.003132992379722141
205,train,0.003132992379722141
206,val,0.00325243387903486
206,train,0.00325243387903486
207,val,0.0032829997972363516
207,train,0.0032829997972363516
208,val,0.0032382187034402576
208,train,0.0032382187034402576
209,val,0.003130329063250905
209,train,0.003130329063250905
210,val,0.0031335813303788504
210,train,0.0031335813303788504
211,val,0.0031684055214836484
211,train,0.0031684055214836484
212,val,0.0031279963219449634
212,train,0.0031279963219449634
213,val,0.0030558897803227105
213,train,0.0030558897803227105
214,val,0.0031373189496142523
214,train,0.0031373189496142523
215,val,0.003177712893202191
215,train,0.003177712893202191
216,val,0.0031760703062727338
216,train,0.0031760703062727338
217,val,0.003112337418964931
217,train,0.003112337418964931
218,val,0.00307542085647583
218,train,0.00307542085647583
219,val,0.003023776890976088
219,train,0.003023776890976088
220,val,0.0030498591562112174
220,train,0.0030498591562112174
221,val,0.0029995699546166827
221,train,0.0029995699546166827
222,val,0.003016799156154905
222,train,0.003016799156154905
223,val,0.003012328896494139
223,train,0.003012328896494139
224,val,0.0030130555941945032
224,train,0.0030130555941945032
225,val,0.0030054946740468345
225,train,0.0030054946740468345
226,val,0.003082343598916417
226,train,0.003082343598916417
227,val,0.002982180388200851
227,train,0.002982180388200851
228,val,0.0030052828646841504
228,train,0.0030052828646841504
229,val,0.0030184186817634674
229,train,0.0030184186817634674
230,val,0.002937442844822293
230,train,0.002937442844822293
231,val,0.0030121138053280966
231,train,0.0030121138053280966
232,val,0.0029470441596848623
232,train,0.0029470441596848623
233,val,0.002944727117816607
233,train,0.002944727117816607
234,val,0.0029334166929835363
234,train,0.0029334166929835363
235,val,0.0029597596398421694
235,train,0.0029597596398421694
236,val,0.0029105618596076965
236,train,0.0029105618596076965
237,val,0.0029059708828017825
237,train,0.0029059708828017825
238,val,0.0028883079510359537
238,train,0.0028883079510359537
239,val,0.002891396660180319
239,train,0.002891396660180319
240,val,0.002900917437814531
240,train,0.002900917437814531
241,val,0.0029054942230383554
241,train,0.0029054942230383554
242,val,0.0029041867348409836
242,train,0.0029041867348409836
243,val,0.002890488487623987
243,train,0.002890488487623987
244,val,0.002933977083081291
244,train,0.002933977083081291
245,val,0.0028768407979181836
245,train,0.0028768407979181836
246,val,0.0028718456271148865
246,train,0.0028718456271148865
247,val,0.0028864944442397074
247,train,0.0028864944442397074
248,val,0.0029301121830940247
248,train,0.0029301121830940247
249,val,0.002897369010107858
249,train,0.002897369010107858
250,val,0.002822285784142358
250,train,0.002822285784142358
251,val,0.0028403977907839276
251,train,0.0028403977907839276
252,val,0.0028478512983946573
252,train,0.0028478512983946573
253,val,0.0028399711563473658
253,train,0.0028399711563473658
254,val,0.0028754349443174546
254,train,0.0028754349443174546
255,val,0.0028430095740727018
255,train,0.0028430095740727018
256,val,0.0028403206240563165
256,train,0.0028403206240563165
257,val,0.002821745794443857
257,train,0.002821745794443857
258,val,0.0028346754787933258
258,train,0.0028346754787933258
259,val,0.002877084893130121
259,train,0.002877084893130121
260,val,0.0029038898646831512
260,train,0.0029038898646831512
261,val,0.0028591181728101914
261,train,0.0028591181728101914
262,val,0.0028205162712505887
262,train,0.0028205162712505887
263,val,0.0030871998696100143
263,train,0.0030871998696100143
264,val,0.0029423929573524567
264,train,0.0029423929573524567
265,val,0.0030044751862684884
265,train,0.0030044751862684884
266,val,0.0029116926626080557
266,train,0.0029116926626080557
267,val,0.0028522032357397534
267,train,0.0028522032357397534
268,val,0.0029612849688246136
268,train,0.0029612849688246136
269,val,0.003011672979309445
269,train,0.003011672979309445
270,val,0.002786149936062949
270,train,0.002786149936062949
271,val,0.002828972325438545
271,train,0.002828972325438545
272,val,0.002754771194997288
272,train,0.002754771194997288
273,val,0.0028752516068163373
273,train,0.0028752516068163373
274,val,0.002773276840647062
274,train,0.002773276840647062
275,val,0.002744743423092933
275,train,0.002744743423092933
276,val,0.0027295490283341635
276,train,0.0027295490283341635
277,val,0.0027245543897151947
277,train,0.0027245543897151947
278,val,0.002793249807187489
278,train,0.002793249807187489
279,val,0.0027479131129525955
279,train,0.0027479131129525955
280,val,0.0027624137167419705
280,train,0.0027624137167419705
281,val,0.0028369779742899396
281,train,0.0028369779742899396
282,val,0.0028395940150533405
282,train,0.0028395940150533405
283,val,0.0027798271427551904
283,train,0.0027798271427551904
284,val,0.0027128871352899643
284,train,0.0027128871352899643
285,val,0.002738704284032186
285,train,0.002738704284032186
286,val,0.0027334305147329965
286,train,0.0027334305147329965
287,val,0.002762847092180025
287,train,0.002762847092180025
288,val,0.002795045574506124
288,train,0.002795045574506124
289,val,0.002808717301204091
289,train,0.002808717301204091
290,val,0.0027764165507895605
290,train,0.0027764165507895605
291,val,0.0026875360026246027
291,train,0.0026875360026246027
292,val,0.002669017407156172
292,train,0.002669017407156172
293,val,0.0026856879925444012
293,train,0.0026856879925444012
294,val,0.0026891899428197314
294,train,0.0026891899428197314
295,val,0.002638248283238638
295,train,0.002638248283238638
296,val,0.0026197071586336407
296,train,0.0026197071586336407
297,val,0.0026505396124862487
297,train,0.0026505396124862487
298,val,0.0026534293733891986
298,train,0.0026534293733891986
299,val,0.0026320828390972956
299,train,0.0026320828390972956
300,val,0.002637417543502081
300,train,0.002637417543502081
301,val,0.002668488859420731
301,train,0.002668488859420731
302,val,0.0026297026446887423
302,train,0.0026297026446887423
303,val,0.0026205873915127347
303,train,0.0026205873915127347
304,val,0.002604107771600996
304,train,0.002604107771600996
305,val,0.002619457830275808
305,train,0.002619457830275808
306,val,0.0026378369934502103
306,train,0.0026378369934502103
307,val,0.002582316774697531
307,train,0.002582316774697531
308,val,0.0025862251364049457
308,train,0.0025862251364049457
309,val,0.002580280371365093
309,train,0.002580280371365093
310,val,0.0025666262067499616
310,train,0.0025666262067499616
311,val,0.002536741839278312
311,train,0.002536741839278312
312,val,0.0026082172989845276
312,train,0.0026082172989845276
313,val,0.0025628629539694104
313,train,0.0025628629539694104
314,val,0.002551871839733351
314,train,0.002551871839733351
315,val,0.002638917150241988
315,train,0.002638917150241988
316,val,0.002610364928841591
316,train,0.002610364928841591
317,val,0.0026558473528850647
317,train,0.0026558473528850647
318,val,0.002604176157287189
318,train,0.002604176157287189
319,val,0.0025658605708962397
319,train,0.0025658605708962397
320,val,0.0025429631627741315
320,train,0.0025429631627741315
321,val,0.002648778880635897
321,train,0.002648778880635897
322,val,0.00264864077880269
322,train,0.00264864077880269
323,val,0.002689225687867119
323,train,0.002689225687867119
324,val,0.0025704742542334963
324,train,0.0025704742542334963
325,val,0.0025180098378942127
325,train,0.0025180098378942127
326,val,0.0025091621847379776
326,train,0.0025091621847379776
327,val,0.00259631552866527
327,train,0.00259631552866527
328,val,0.0025967395021801905
328,train,0.0025967395021801905
329,val,0.0025742754694961364
329,train,0.0025742754694961364
330,val,0.0025829339311236425
330,train,0.0025829339311236425
331,val,0.0025202776527120953
331,train,0.0025202776527120953
332,val,0.0025067667343786786
332,train,0.0025067667343786786
333,val,0.0025058064964555557
333,train,0.0025058064964555557
334,val,0.002579460097920327
334,train,0.002579460097920327
335,val,0.002734885151897158
335,train,0.002734885151897158
336,val,0.002745692839934712
336,train,0.002745692839934712
337,val,0.002641227539806139
337,train,0.002641227539806139
338,val,0.002545795181677455
338,train,0.002545795181677455
339,val,0.002491696870752743
339,train,0.002491696870752743
340,val,0.0025777948044595263
340,train,0.0025777948044595263
341,val,0.00259354275961717
341,train,0.00259354275961717
342,val,0.0026232213491485233
342,train,0.0026232213491485233
343,val,0.0026953468720118203
343,train,0.0026953468720118203
344,val,0.002560622546644438
344,train,0.002560622546644438
345,val,0.0025526220422415506
345,train,0.0025526220422415506
346,val,0.0025566633613336655
346,train,0.0025566633613336655
347,val,0.0025609415024518967
347,train,0.0025609415024518967
348,val,0.002562317376335462
348,train,0.002562317376335462
349,val,0.002504398248025349
349,train,0.002504398248025349
350,val,0.0024731231055089404
350,train,0.0024731231055089404
351,val,0.0024976173327082678
351,train,0.0024976173327082678
352,val,0.0025049313193275815
352,train,0.0025049313193275815
353,val,0.002480296329373405
353,train,0.002480296329373405
354,val,0.002490895933338574
354,train,0.002490895933338574
355,val,0.002431742669571014
355,train,0.002431742669571014
356,val,0.0024240798361244657
356,train,0.0024240798361244657
357,val,0.002418026150692077
357,train,0.002418026150692077
358,val,0.002418525605684235
358,train,0.002418525605684235
359,val,0.0024582043822322574
359,train,0.0024582043822322574
360,val,0.002513956722049486
360,train,0.002513956722049486
361,val,0.002520243681612469
361,train,0.002520243681612469
362,val,0.0025346077801216217
362,train,0.0025346077801216217
363,val,0.002475549333861896
363,train,0.002475549333861896
364,val,0.0024646035439911344
364,train,0.0024646035439911344
365,val,0.002493696908156077
365,train,0.002493696908156077
366,val,0.0024642296845004672
366,train,0.0024642296845004672
367,val,0.002463728721652712
367,train,0.002463728721652712
368,val,0.002799348816985176
368,train,0.002799348816985176
369,val,0.0025858499464534576
369,train,0.0025858499464534576
370,val,0.0025694434131894794
370,train,0.0025694434131894794
371,val,0.0029066307026715506
371,train,0.0029066307026715506
372,val,0.0033816825598478317
372,train,0.0033816825598478317
373,val,0.0031803158067521594
373,train,0.0031803158067521594
374,val,0.002645062371378853
374,train,0.002645062371378853
375,val,0.0025682285250652405
375,train,0.0025682285250652405
376,val,0.0026605980736868723
376,train,0.0026605980736868723
377,val,0.00295353831634635
377,train,0.00295353831634635
378,val,0.0028832812039625076
378,train,0.0028832812039625076
379,val,0.002658396161028317
379,train,0.002658396161028317
380,val,0.002502217445345152
380,train,0.002502217445345152
381,val,0.002580804040744191
381,train,0.002580804040744191
382,val,0.002968524715730122
382,train,0.002968524715730122
383,val,0.0027841304739316306
383,train,0.0027841304739316306
384,val,0.00259677560201713
384,train,0.00259677560201713
385,val,0.00258253062410014
385,train,0.00258253062410014
386,val,0.0024340611305974777
386,train,0.0024340611305974777
387,val,0.002433688867659796
387,train,0.002433688867659796
388,val,0.0023692898629676727
388,train,0.0023692898629676727
389,val,0.002334512770175934
389,train,0.002334512770175934
390,val,0.0023014870960088004
390,train,0.0023014870960088004
391,val,0.0023070482448452993
391,train,0.0023070482448452993
392,val,0.0023755066628967014
392,train,0.0023755066628967014
393,val,0.002302629518366995
393,train,0.002302629518366995
394,val,0.0023270766472532635
394,train,0.0023270766472532635
395,val,0.0024007725573721387
395,train,0.0024007725573721387
396,val,0.002329537467587562
396,train,0.002329537467587562
397,val,0.002369321882724762
397,train,0.002369321882724762
398,val,0.0025004961838324866
398,train,0.0025004961838324866
399,val,0.0024164350082476935
399,train,0.0024164350082476935
400,val,0.0024327008674542108
400,train,0.0024327008674542108
401,val,0.002411533679280962
401,train,0.002411533679280962
402,val,0.002316453715875035
402,train,0.002316453715875035
403,val,0.0022998383889595666
403,train,0.0022998383889595666
404,val,0.0023685284845885776
404,train,0.0023685284845885776
405,val,0.002337309398821422
405,train,0.002337309398821422
406,val,0.0023320853887569336
406,train,0.0023320853887569336
407,val,0.0023983565292188098
407,train,0.0023983565292188098
408,val,0.0022815240635758356
408,train,0.0022815240635758356
409,val,0.0023325978822651364
409,train,0.0023325978822651364
410,val,0.002266515578542437
410,train,0.002266515578542437
411,val,0.002500937098548526
411,train,0.002500937098548526
412,val,0.0024484388885043914
412,train,0.0024484388885043914
413,val,0.0023756101727485657
413,train,0.0023756101727485657
414,val,0.0022919194861536936
414,train,0.0022919194861536936
415,val,0.002250911490548225
415,train,0.002250911490548225
416,val,0.0022565292283183054
416,train,0.0022565292283183054
417,val,0.002355793224913733
417,train,0.002355793224913733
418,val,0.0022879167504253842
418,train,0.0022879167504253842
419,val,0.0022250978010041372
419,train,0.0022250978010041372
420,val,0.002200873302561896
420,train,0.002200873302561896
421,val,0.0022311939724854062
421,train,0.0022311939724854062
422,val,0.0022686304790633066
422,train,0.0022686304790633066
423,val,0.0023035244750125067
423,train,0.0023035244750125067
424,val,0.002197163889095897
424,train,0.002197163889095897
425,val,0.0022053542059092294
425,train,0.0022053542059092294
426,val,0.0022121919762520563
426,train,0.0022121919762520563
427,val,0.0022304710000753403
427,train,0.0022304710000753403
428,val,0.0022020660163391205
428,train,0.0022020660163391205
429,val,0.0021967393833966483
429,train,0.0021967393833966483
430,val,0.002219262399843761
430,train,0.002219262399843761
431,val,0.0021768774659860703
431,train,0.0021768774659860703
432,val,0.002178207394622621
432,train,0.002178207394622621
433,val,0.0021589851627747216
433,train,0.0021589851627747216
434,val,0.002195590663523901
434,train,0.002195590663523901
435,val,0.002167118713259697
435,train,0.002167118713259697
436,val,0.0021967671456791108
436,train,0.0021967671456791108
437,val,0.0021904906524079187
437,train,0.0021904906524079187
438,val,0.002134658396244049
438,train,0.002134658396244049
439,val,0.0021564107210863205
439,train,0.0021564107210863205
440,val,0.002169850415417126
440,train,0.002169850415417126
441,val,0.0021284823971135275
441,train,0.0021284823971135275
442,val,0.0021399083059458505
442,train,0.0021399083059458505
443,val,0.002134307509376889
443,train,0.002134307509376889
444,val,0.002123127469704265
444,train,0.002123127469704265
445,val,0.0021178812852927615
445,train,0.0021178812852927615
446,val,0.002129993534513882
446,train,0.002129993534513882
447,val,0.002131539352592968
447,train,0.002131539352592968
448,val,0.0021342659103018896
448,train,0.0021342659103018896
449,val,0.0021764997038103287
449,train,0.0021764997038103287
450,val,0.0021305354755549203
450,train,0.0021305354755549203
451,val,0.002106933810171627
451,train,0.002106933810171627
452,val,0.0021894587469952448
452,train,0.0021894587469952448
453,val,0.002267066832809221
453,train,0.002267066832809221
454,val,0.0022021285479977017
454,train,0.0022021285479977017
455,val,0.0021406562023219607
455,train,0.0021406562023219607
456,val,0.0021597775852396374
456,train,0.0021597775852396374
457,val,0.002160027889268739
457,train,0.002160027889268739
458,val,0.0023054288966315134
458,train,0.0023054288966315134
459,val,0.002470121053712709
459,train,0.002470121053712709
460,val,0.0024025182106665204
460,train,0.0024025182106665204
461,val,0.0024419179452317102
461,train,0.0024419179452317102
462,val,0.002213887959009125
462,train,0.002213887959009125
463,val,0.002336462072673298
463,train,0.002336462072673298
464,val,0.002564077132514545
464,train,0.002564077132514545
465,val,0.0026446115225553513
465,train,0.0026446115225553513
466,val,0.002430947586184456
466,train,0.002430947586184456
467,val,0.0022919875170503345
467,train,0.0022919875170503345
468,val,0.002285406170856385
468,train,0.002285406170856385
469,val,0.0023020621211755844
469,train,0.0023020621211755844
470,val,0.002291676455310413
470,train,0.002291676455310413
471,val,0.002231246924826077
471,train,0.002231246924826077
472,val,0.002198491245508194
472,train,0.002198491245508194
473,val,0.0021836301755337488
473,train,0.0021836301755337488
474,val,0.0022412498614617755
474,train,0.0022412498614617755
475,val,0.002202710136771202
475,train,0.002202710136771202
476,val,0.0022138339422997973
476,train,0.0022138339422997973
477,val,0.0023293166110912957
477,train,0.0023293166110912957
478,val,0.0021642083745627176
478,train,0.0021642083745627176
479,val,0.002144260686777887
479,train,0.002144260686777887
480,val,0.0021588292327665145
480,train,0.0021588292327665145
481,val,0.0023138984328224545
481,train,0.0023138984328224545
482,val,0.002246981841467676
482,train,0.002246981841467676
483,val,0.002239711405265899
483,train,0.002239711405265899
484,val,0.002279032553945269
484,train,0.002279032553945269
485,val,0.0021862505624691644
485,train,0.0021862505624691644
486,val,0.0022699302505879175
486,train,0.0022699302505879175
487,val,0.0023319214759838012
487,train,0.0023319214759838012
488,val,0.002242175063916615
488,train,0.002242175063916615
489,val,0.002210429026967003
489,train,0.002210429026967003
490,val,0.002143124650631632
490,train,0.002143124650631632
491,val,0.002102555352307501
491,train,0.002102555352307501
492,val,0.002099206316329184
492,train,0.002099206316329184
493,val,0.002013011791166805
493,train,0.002013011791166805
494,val,0.0020845125296286176
494,train,0.0020845125296286176
495,val,0.002054178954235145
495,train,0.002054178954235145
496,val,0.002031874709895679
496,train,0.002031874709895679
497,val,0.002112052846877348
497,train,0.002112052846877348
498,val,0.002123649542530378
498,train,0.002123649542530378
499,val,0.0020584745243901297
499,train,0.0020584745243901297
