epoch,split,total_loss,action_loss,action_loss_units,future_loss,future_latent_cosine_error,future_latent_mse,future_latent_cosine_error_by_horizon,future_latent_mse_by_horizon,action_mse_by_horizon,action_mse_by_dimension,spike_loss,action_mse,action_mse_units,steps,samples,parameter_count,trainable_parameter_count,lower_is_better
58,val,0.02170559688,0.02065746873,raw_action_units,0.001048128147,0.001048128147,3.41233071,"[0.0007108391, 0.0009444737, 0.0011636784, 0.0013735219]","[4.5327281952, 3.5384523869, 2.9629182816, 2.6152229309]","[0.0095748547, 0.0172256473, 0.0244348589, 0.0310713183]","[0.0104590021, 0.0069981436, 0.0099244639, 0.0002765562, 0.0008555102, 0.0004265882, 0.1150964424]",0,0.02065746779,raw_action_units,190,6073,769564,769564,true
59,train,0.01542197436,0.01415764559,raw_action_units,0.001264328787,0.001264328787,3.230989601,"[0.0008712627, 0.0011731584, 0.0013976637, 0.001615233]","[4.1768026352, 3.3662583828, 2.8601999283, 2.5206968784]","[0.0082347235, 0.012069759, 0.0158069413, 0.0204741973]","[0.0087134456, 0.0055997907, 0.009096019, 0.0003816801, 0.0008391282, 0.0004323023, 0.0739624947]",0,0.01415764494,raw_action_units,1315,42067,769564,769564,true
59,val,0.02176559652,0.02068732993,raw_action_units,0.001078266657,0.001078266657,3.284177212,"[0.0007502264, 0.0009707172, 0.0011872195, 0.0014049035]","[4.3589744568, 3.3939580917, 2.8619689941, 2.521807909]","[0.0096365111, 0.0169681422, 0.0240119044, 0.0317458659]","[0.0100385519, 0.007121962, 0.0105547123, 0.0002774741, 0.0009230698, 0.0003856969, 0.1148327366]",0,0.02068732899,raw_action_units,190,6073,769564,769564,true
60,train,0.01523828135,0.01397051855,raw_action_units,0.001267762783,0.001267762783,3.323753961,"[0.0008767604, 0.0011772919, 0.0014008359, 0.0016161659]","[4.3035230637, 3.4690670967, 2.936152935, 2.5862717628]","[0.0082477489, 0.0119763585, 0.0154843535, 0.0201539658]","[0.0086954469, 0.0054996158, 0.0091081727, 0.0003854788, 0.0008376028, 0.0004259271, 0.0728070214]",0,0.01397051794,raw_action_units,1315,42067,769564,769564,true
60,val,0.02149341074,0.0204004485,raw_action_units,0.001092962267,0.001092962267,3.026486855,"[0.0007294069, 0.0009690408, 0.0012055264, 0.0014678745]","[4.0877747536, 3.1582655907, 2.6161589622, 2.243748188]","[0.0095503852, 0.0168911852, 0.0239008572, 0.0308034904]","[0.011105529, 0.0074416278, 0.0091928933, 0.0002819311, 0.0008670396, 0.0004820823, 0.1126342416]",0,0.02040044747,raw_action_units,190,6073,769564,769564,true
61,train,0.01514221613,0.01387459041,raw_action_units,0.00126762572,0.00126762572,3.397258392,"[0.0008782768, 0.0011781845, 0.0014006513, 0.0016133887]","[4.4244437218, 3.5481712818, 2.9950823784, 2.6213383675]","[0.0081343101, 0.0117956065, 0.0154144708, 0.0201095957]","[0.008627655, 0.0054219142, 0.00915574, 0.0003830318, 0.0008483455, 0.0004259552, 0.0721818432]",0,0.01387458978,raw_action_units,1315,42067,769564,769564,true
61,val,0.02197379666,0.02091576684,raw_action_units,0.001058029754,0.001058029754,3.244448936,"[0.0006981339, 0.0009590024, 0.0011865614, 0.0013884212]","[4.3721532822, 3.3553624153, 2.7968153954, 2.4534680843]","[0.0095103383, 0.0169473756, 0.0244407412, 0.0324011073]","[0.0103196669, 0.0067385435, 0.0099363988, 0.0003623049, 0.000831055, 0.0004037062, 0.1171825379]",0,0.02091576585,raw_action_units,190,6073,769564,769564,true
62,train,0.01494099062,0.01367530189,raw_action_units,0.001265688743,0.001265688743,3.519756936,"[0.0008790733, 0.0011762945, 0.0013964573, 0.0016109276]","[4.5812597275, 3.6804699898, 3.0993754864, 2.7179250717]","[0.0081206812, 0.0117378971, 0.0151159996, 0.0196981132]","[0.0086356997, 0.0054825675, 0.0088937562, 0.0003888455, 0.0008276671, 0.0004188038, 0.0710298494]",0,0.01367530125,raw_action_units,1315,42067,769564,769564,true
62,val,0.02191705802,0.02088043608,raw_action_units,0.00103662207,0.001036622071,3.309184116,"[0.0006993378, 0.0009345559, 0.0011510098, 0.0013615839]","[4.528110981, 3.4593770504, 2.8208167553, 2.4284343719]","[0.0095383786, 0.0169867408, 0.024453789, 0.0321705081]","[0.0097544715, 0.0071416767, 0.0098805493, 0.0004779052, 0.0011031607, 0.000426535, 0.116727218]",0,0.02088043515,raw_action_units,190,6073,769564,769564,true
63,train,0.01483311979,0.0135769479,raw_action_units,0.001256171891,0.001256171891,3.682387606,"[0.0008669136, 0.0011666506, 0.0013881747, 0.0016029505]","[4.8032474518, 3.852463007, 3.2363455296, 2.8374979496]","[0.0080704065, 0.0115917949, 0.015015238, 0.0196054503]","[0.0085332431, 0.005437756, 0.0089446194, 0.0003839242, 0.0008177001, 0.0004178167, 0.0704599395]",0,0.01357694728,raw_action_units,1315,42067,769564,769564,true
63,val,0.02171692203,0.02062670008,raw_action_units,0.001090221977,0.001090221977,3.365582061,"[0.0007344408, 0.0009851462, 0.0012081088, 0.001433191]","[4.5611228943, 3.5051443577, 2.889405489, 2.506657362]","[0.0096648959, 0.0165817421, 0.024042394, 0.0318215564]","[0.0101732071, 0.0073674554, 0.0101357792, 0.0002756007, 0.0008377891, 0.000434018, 0.1144696623]",0,0.02062669931,raw_action_units,190,6073,769564,769564,true
64,train,0.01466216212,0.01340151563,raw_action_units,0.001260646485,0.001260646485,3.758975266,"[0.0008718533, 0.0011699636, 0.0013933401, 0.0016074302]","[4.8936972618, 3.9260780811, 3.3105459213, 2.9055817127]","[0.0080278646, 0.011449134, 0.0147965243, 0.0193069335]","[0.0085960058, 0.0054171034, 0.0088771591, 0.0003841366, 0.0008461775, 0.0004213013, 0.0692239031]",0,0.01340151502,raw_action_units,1315,42067,769564,769564,true
64,val,0.021603794,0.02052853066,raw_action_units,0.001075263336,0.001075263336,3.460651784,"[0.000747463, 0.0009741556, 0.0011837989, 0.0013956352]","[4.6793293953, 3.5736472607, 2.9855630398, 2.6040649414]","[0.0094462568, 0.0166573953, 0.0240580179, 0.0315466672]","[0.0096217813, 0.0073610968, 0.0104583865, 0.0002873993, 0.0008448685, 0.0004464374, 0.1139695644]",0,0.02052852975,raw_action_units,190,6073,769564,769564,true
65,train,0.01441404257,0.01316108396,raw_action_units,0.001252958628,0.001252958628,3.869242694,"[0.00086979, 0.0011648847, 0.0013824438, 0.0015947174]","[5.0605449677, 4.0445137024, 3.3966794014, 2.9752268791]","[0.0079425536, 0.0111454921, 0.0144706089, 0.0190314204]","[0.0085426858, 0.0053996821, 0.0088967513, 0.0003802133, 0.0008272768, 0.0004268015, 0.0675591454]",0,0.01316108335,raw_action_units,1315,42067,769564,769564,true
65,val,0.02098748701,0.01993811935,raw_action_units,0.001049367716,0.001049367716,4.17588109,"[0.0007002944, 0.0009443863, 0.0011692394, 0.0013835507]","[5.5550160408, 4.3564801216, 3.6282231808, 3.1638064384]","[0.0093208384, 0.0163411386, 0.0230896883, 0.030608654]","[0.0094086723, 0.0070435167, 0.009797628, 0.0003413847, 0.0008640114, 0.0004119974, 0.1110133603]",0,0.01993811848,raw_action_units,190,6073,769564,769564,true
66,train,0.01429576072,0.01304452004,raw_action_units,0.001251240687,0.001251240687,3.870706989,"[0.000872331, 0.0011628541, 0.0013797751, 0.0015900016]","[5.0771408081, 4.0455431938, 3.3905451298, 2.9696054459]","[0.0079088658, 0.011176195, 0.0142611265, 0.0187989138]","[0.0084627755, 0.0054261531, 0.0087452419, 0.0003793354, 0.0008315751, 0.0004216366, 0.0669872239]",0,0.01304451945,raw_action_units,1315,42067,769564,769564,true
66,val,0.02165421064,0.02060401619,raw_action_units,0.001050194396,0.001050194396,3.784610571,"[0.0007157124, 0.0009517564, 0.0011588637, 0.0013744455]","[5.2231311798, 3.9382576942, 3.2159371376, 2.7611143589]","[0.0099217361, 0.0169675536, 0.023787573, 0.0312932245]","[0.0102185672, 0.0072464324, 0.010953391, 0.0002999932, 0.0009616938, 0.0004867883, 0.1132807583]",0,0.0206040153,raw_action_units,190,6073,769564,769564,true
67,train,0.01409288372,0.01285057702,raw_action_units,0.001242306699,0.001242306699,3.978418397,"[0.0008633481, 0.0011559098, 0.0013700583, 0.0015799111]","[5.236055851, 4.1720247269, 3.4765760899, 3.0290210247]","[0.0078846421, 0.0109307515, 0.0139334043, 0.0186061636]","[0.00848593, 0.0053381063, 0.0086832158, 0.0003835757, 0.0008251319, 0.0004258947, 0.0657292604]",0,0.01285057643,raw_action_units,1315,42067,769564,769564,true
67,val,0.02261751381,0.02154757434,raw_action_units,0.001069939443,0.001069939443,4.190644695,"[0.0007411607, 0.0009729001, 0.0011782361, 0.0013874611]","[5.6834549904, 4.3518900871, 3.596837759, 3.1303956509]","[0.0108339554, 0.0172042977, 0.0247402266, 0.033096239]","[0.0120096356, 0.0070882333, 0.0112402849, 0.0003116658, 0.0008769587, 0.0004395806, 0.1183144152]",0,0.02154757342,raw_action_units,190,6073,769564,769564,true
68,train,0.01396720778,0.01272534868,raw_action_units,0.00124185909,0.00124185909,4.00704835,"[0.0008646889, 0.0011539493, 0.0013701977, 0.001578601]","[5.2815480232, 4.1975111961, 3.4994208813, 3.0497179031]","[0.007791697, 0.0108035589, 0.0138355931, 0.0184280854]","[0.0084233303, 0.0053537292, 0.0087367138, 0.0003757288, 0.0008189773, 0.0004184707, 0.0648761839]",0,0.01272534813,raw_action_units,1315,42067,769564,769564,true
68,val,0.02120361878,0.02017178175,raw_action_units,0.001031836975,0.001031836975,4.119738836,"[0.0007007621, 0.0009342607, 0.0011445711, 0.0013477537]","[5.6003956795, 4.2875022888, 3.533519268, 3.0575363636]","[0.0094289677, 0.0165942684, 0.0236915275, 0.0305673797]","[0.0095911184, 0.0080631217, 0.010508474, 0.0003050912, 0.0009239836, 0.0004512488, 0.1106507108]",0,0.02017178087,raw_action_units,190,6073,769564,769564,true
69,train,0.01388380065,0.01263726083,raw_action_units,0.001246539815,0.001246539815,4.076721856,"[0.0008692858, 0.0011585569, 0.0013734134, 0.0015849051]","[5.3717575073, 4.2721290588, 3.5578694344, 3.1051313877]","[0.0077529419, 0.0107506206, 0.0137524335, 0.0182758812]","[0.0083514163, 0.0053227106, 0.0086419834, 0.0003856947, 0.0008214574, 0.0004247121, 0.0644827485]",0,0.01263726027,raw_action_units,1315,42067,769564,769564,true
69,val,0.0224784412,0.02143307628,raw_action_units,0.001045364874,0.001045364874,4.345422953,"[0.0007226958, 0.0009426763, 0.0011544706, 0.0013616175]","[5.8517990112, 4.5189499855, 3.7465677261, 3.2643752098]","[0.0096514681, 0.0173868127, 0.0250806622, 0.0329636149]","[0.0097618243, 0.0073617119, 0.0111557469, 0.0003831393, 0.0009745888, 0.0004626553, 0.1187948138]",0,0.02143307536,raw_action_units,190,6073,769564,769564,true
70,train,0.013636145,0.01239505704,raw_action_units,0.001241087943,0.001241087943,4.277888108,"[0.0008632056, 0.0011535689, 0.0013683093, 0.0015792688]","[5.6420726776, 4.484099865, 3.732427597, 3.2529475689]","[0.0076546366, 0.0105271433, 0.0135034397, 0.0178731978]","[0.008308175, 0.0053065331, 0.0086701112, 0.0003764397, 0.0008124938, 0.0004189236, 0.0628345609]",0,0.01239505649,raw_action_units,1315,42067,769564,769564,true
70,val,0.0219008679,0.02084206473,raw_action_units,0.00105880315,0.00105880315,4.019565274,"[0.0007053721, 0.0009513331, 0.0011787731, 0.0013997345]","[5.4562926292, 4.2090125084, 3.449044466, 2.9639120102]","[0.009892215, 0.0172092263, 0.0242082067, 0.0315884613]","[0.0118309623, 0.0073408079, 0.0105175115, 0.0003536571, 0.000880153, 0.0004660245, 0.1136825755]",0,0.02084206377,raw_action_units,190,6073,769564,769564,true
71,train,0.01356864863,0.01233251964,raw_action_units,0.001236129005,0.001236129005,4.216914999,"[0.0008634963, 0.001150002, 0.001360979, 0.0015700392]","[5.5741219521, 4.4241170883, 3.6711573601, 3.1982741356]","[0.0076826289, 0.0104552563, 0.0134282941, 0.0177164748]","[0.0083687874, 0.0053354427, 0.008612819, 0.0003787011, 0.0008481022, 0.0004190311, 0.062281739]",0,0.01233251907,raw_action_units,1315,42067,769564,769564,true
71,val,0.02203249212,0.02097527925,raw_action_units,0.001057212838,0.001057212838,3.735875299,"[0.0007266841, 0.0009569262, 0.0011669006, 0.0013783403]","[5.0972833633, 3.922175169, 3.1933443546, 2.7306973934]","[0.0097558796, 0.0170012247, 0.0245259665, 0.0321643651]","[0.0110941734, 0.0071654809, 0.0111584803, 0.0002990919, 0.0008314136, 0.0005277142, 0.1149566993]",0,0.02097527825,raw_action_units,190,6073,769564,769564,true
72,train,0.01336774298,0.01213250847,raw_action_units,0.001235234514,0.001235234514,4.352726982,"[0.0008588746, 0.0011493789, 0.0013619387, 0.0015707451]","[5.7545361519, 4.5654425621, 3.7900743484, 3.3008489609]","[0.0075318553, 0.0103008831, 0.0131246159, 0.0175395347]","[0.0082412874, 0.0053144027, 0.0085357027, 0.0003722424, 0.0008154843, 0.0004179701, 0.0611724481]",0,0.01213250791,raw_action_units,1315,42067,769564,769564,true
72,val,0.02268155951,0.02160819087,raw_action_units,0.001073368604,0.001073368604,4.092982032,"[0.0007352874, 0.0009816702, 0.0011879536, 0.0013885628]","[5.625854969, 4.2897443771, 3.4727005959, 2.9836289883]","[0.0096551729, 0.017449284, 0.0253068265, 0.0336318128]","[0.0100385668, 0.0071455543, 0.0103751291, 0.00032631, 0.0008576611, 0.0007158476, 0.1211163327]",0,0.02160818991,raw_action_units,190,6073,769564,769564,true
73,train,0.01319639397,0.01196178423,raw_action_units,0.001234609754,0.001234609754,4.396529236,"[0.0008623297, 0.0011484046, 0.001359834, 0.0015678715]","[5.8346219063, 4.6226201057, 3.8167338371, 3.3121399879]","[0.0075460207, 0.0102517502, 0.01284773, 0.0171855539]","[0.0082025863, 0.0052686259, 0.008487002, 0.0003749134, 0.0008383623, 0.0004147494, 0.0601179898]",0,0.01196178369,raw_action_units,1315,42067,769564,769564,true
73,val,0.02230446018,0.02127525538,raw_action_units,0.001029204767,0.001029204767,4.535699958,"[0.0006948521, 0.0009312844, 0.0011459375, 0.0013447455]","[6.1560330391, 4.7266745567, 3.8831951618, 3.3768980503]","[0.0100284172, 0.0175766535, 0.0249391999, 0.0320838988]","[0.0100312922, 0.007329917, 0.0112309977, 0.0003707621, 0.000886381, 0.0006173573, 0.117632553]",0,0.02127525446,raw_action_units,190,6073,769564,769564,true
74,train,0.01309245496,0.0118626795,raw_action_units,0.001229775459,0.001229775459,4.476871405,"[0.0008589373, 0.0011439492, 0.0013541124, 0.001562103]","[5.9320197105, 4.7023334503, 3.8859946728, 3.3871335983]","[0.0074379086, 0.010065699, 0.0127464747, 0.0171805564]","[0.0082257977, 0.005263295, 0.0085137114, 0.0003904446, 0.0008218219, 0.0004210659, 0.059367504]",0,0.01186267897,raw_action_units,1315,42067,769564,769564,true
74,val,0.02246365115,0.02140761228,raw_action_units,0.001056038946,0.001056038946,4.923484695,"[0.0007163661, 0.0009564715, 0.0011716295, 0.0013796885]","[6.5701241493, 5.1170907021, 4.2605142593, 3.7462100983]","[0.009672286, 0.0174315665, 0.0250796042, 0.0329824723]","[0.0098192394, 0.0068884897, 0.0107852267, 0.0004957662, 0.0009288787, 0.0004539948, 0.1196687967]",0,0.02140761137,raw_action_units,190,6073,769564,769564,true
75,train,0.01300920208,0.01177713112,raw_action_units,0.001232070971,0.001232070971,4.542960796,"[0.0008618936, 0.0011459746, 0.0013560954, 0.0015643211]","[6.0453248024, 4.76957798, 3.936617136, 3.4203279018]","[0.007502716, 0.0099886656, 0.0125620617, 0.0170202535]","[0.0082753794, 0.0052569741, 0.0084846439, 0.0003810714, 0.0008259809, 0.0004230052, 0.0587318689]",0,0.0117771306,raw_action_units,1315,42067,769564,769564,true
75,val,0.02246811809,0.0214083628,raw_action_units,0.001059755305,0.001059755305,4.421966654,"[0.0007208039, 0.000960211, 0.0011707564, 0.0013872501]","[6.1213774681, 4.6142926216, 3.7259588242, 3.2262377739]","[0.0101711471, 0.0174451489, 0.0252594743, 0.0322819166]","[0.0090379324, 0.0069858748, 0.0106392456, 0.0003234224, 0.0009762689, 0.0004586826, 0.1206045523]",0,0.0214083618,raw_action_units,190,6073,769564,769564,true
76,train,0.01282182737,0.01159487806,raw_action_units,0.001226949308,0.001226949308,4.536773683,"[0.000858662, 0.0011422721, 0.0013502444, 0.0015566178]","[6.0787067413, 4.771800518, 3.9093067646, 3.38727808]","[0.0073341886, 0.0098174103, 0.0123684024, 0.0168331675]","[0.0082534477, 0.0051918668, 0.0083793029, 0.0003704442, 0.0008541988, 0.0004180202, 0.0576507561]",0,0.01159487752,raw_action_units,1315,42067,769564,769564,true
76,val,0.02320157844,0.02217596939,raw_action_units,0.001025609062,0.001025609062,4.128140899,"[0.0007017388, 0.0009247369, 0.0011325134, 0.0013434464]","[5.7694816589, 4.3264198303, 3.4696466923, 2.9470160007]","[0.0103183398, 0.0180969294, 0.0258886255, 0.0340275913]","[0.0129316831, 0.0079993522, 0.0108986488, 0.0003085753, 0.0009743824, 0.0004247155, 0.1210427359]",0,0.02217596835,raw_action_units,190,6073,769564,769564,true
77,train,0.01260528123,0.01138066588,raw_action_units,0.001224615346,0.001224615346,4.650636294,"[0.00085919, 0.0011399662, 0.0013465466, 0.0015527582]","[6.2476887703, 4.8942055702, 4.0057034492, 3.4549543858]","[0.0073446911, 0.009601946, 0.0120803947, 0.0164734721]","[0.0081599746, 0.0051889964, 0.0082982024, 0.0003698993, 0.0008128289, 0.0004180123, 0.0563779362]",0,0.01138066537,raw_action_units,1315,42067,769564,769564,true
77,val,0.0222928558,0.02126540883,raw_action_units,0.00102744692,0.00102744692,4.843529263,"[0.0006966636, 0.0009226585, 0.0011338718, 0.001356593]","[6.5944390297, 5.0608859062, 4.1369147301, 3.5818817616]","[0.0100916075, 0.0172723625, 0.024871435, 0.0324555039]","[0.0102410791, 0.0076654046, 0.0104203476, 0.0003497654, 0.0009571411, 0.0004574779, 0.1181178913]",0,0.02126540786,raw_action_units,190,6073,769564,769564,true
78,train,0.0125659969,0.01134503984,raw_action_units,0.001220957051,0.001220957051,4.721222127,"[0.0008561516, 0.0011367041, 0.0013428876, 0.0015480821]","[6.3412995338, 4.9696354866, 4.0603303909, 3.5136218071]","[0.007341166, 0.0095940493, 0.0119867828, 0.0164274666]","[0.0080355871, 0.0051776436, 0.0082833068, 0.0003791275, 0.0008166052, 0.0004207247, 0.056248609]",0,0.01134503933,raw_action_units,1315,42067,769564,769564,true
78,val,0.022889283,0.02169699732,raw_action_units,0.001192285712,0.001192285713,4.052406944,"[0.0008622221, 0.0011101579, 0.0013153283, 0.0014814343]","[5.5651545525, 4.234187603, 3.4463477135, 2.9639387131]","[0.0103151267, 0.0179868191, 0.0253452025, 0.0326720588]","[0.01057122, 0.0073536565, 0.0113715231, 0.0004576253, 0.0008331747, 0.0004468801, 0.1200245544]",0,0.02169699645,raw_action_units,190,6073,769564,769564,true
79,train,0.01235909204,0.01113889817,raw_action_units,0.001220193869,0.001220193869,4.737326618,"[0.0008569773, 0.0011386166, 0.0013404848, 0.0015446951]","[6.3957948685, 4.9939413071, 4.0591449738, 3.5004272461]","[0.0072720987, 0.0094363112, 0.0116904229, 0.0161202941]","[0.0080770208, 0.0051430338, 0.008262678, 0.0003719396, 0.0008274763, 0.0004207543, 0.0548055731]",0,0.01113889768,raw_action_units,1315,42067,769564,769564,true
79,val,0.0226997875,0.02164495443,raw_action_units,0.001054833036,0.001054833037,4.2965514,"[0.0007355895, 0.0009646295, 0.0011628076, 0.0013563059]","[6.0099744797, 4.5088267326, 3.5954508781, 3.0719540119]","[0.0098160151, 0.0176028907, 0.0255757831, 0.0330884829]","[0.0099168848, 0.0081323553, 0.0104604857, 0.0004013897, 0.0008524849, 0.0004636224, 0.1204183027]",0,0.02164495348,raw_action_units,190,6073,769564,769564,true
80,train,0.0123333748,0.01111390703,raw_action_units,0.001219467773,0.001219467773,4.910234305,"[0.0008575598, 0.0011360982, 0.0013398511, 0.001544361]","[6.6324114799, 5.1797990799, 4.2055835724, 3.6231377125]","[0.0071664788, 0.0094064949, 0.0117723765, 0.0160813984]","[0.0079799872, 0.0051034554, 0.008243124, 0.0003675992, 0.0008147208, 0.0004135559, 0.0548244081]",0,0.01111390654,raw_action_units,1315,42067,769564,769564,true
80,val,0.02270184094,0.02162116151,raw_action_units,0.001080679467,0.001080679468,5.358407235,"[0.0007643367, 0.0009814614, 0.00118299, 0.0013939297]","[7.4025874138, 5.6287016869, 4.526488781, 3.8758494854]","[0.0102942195, 0.0179198831, 0.025210103, 0.0326996148]","[0.0105069112, 0.0077068135, 0.0111914966, 0.0003886285, 0.0008833208, 0.0004334226, 0.1196061]",0,0.02162116058,raw_action_units,190,6073,769564,769564,true
81,train,0.01211510845,0.01090476754,raw_action_units,0.001210340905,0.001210340905,4.96003345,"[0.0008516636, 0.0011283895, 0.0013288595, 0.0015324511]","[6.7151522636, 5.2338614464, 4.2371311188, 3.6539905071]","[0.007054389, 0.0092941895, 0.0114177531, 0.0158177037]","[0.0079649221, 0.005116804, 0.0081259552, 0.0003700376, 0.0008081194, 0.000421099, 0.053465154]",0,0.01090476705,raw_action_units,1315,42067,769564,769564,true
81,val,0.02419281466,0.02311510683,raw_action_units,0.001077707782,0.001077707781,4.788399238,"[0.0007281583, 0.0009818997, 0.0011880546, 0.0014127188]","[6.6704697609, 5.056116581, 4.0154538155, 3.411554575]","[0.0111577353, 0.0191473085, 0.0269682202, 0.0345821418]","[0.0102452105, 0.0074485326, 0.0106317205, 0.0003328102, 0.0008465442, 0.0005445569, 0.1306975782]",0,0.02311510584,raw_action_units,190,6073,769564,769564,true
82,train,0.01204081485,0.01082987483,raw_action_units,0.001210940032,0.001210940032,4.99794446,"[0.0008501429, 0.001128935, 0.001331248, 0.0015334334]","[6.7792916298, 5.2748303413, 4.265402317, 3.6722550392]","[0.0071020136, 0.0091108307, 0.0112940604, 0.0157727078]","[0.0079456652, 0.0051001422, 0.0080956239, 0.0003764408, 0.0008199643, 0.0004100488, 0.052991353]",0,0.01082987435,raw_action_units,1315,42067,769564,769564,true
82,val,0.02301662774,0.02186864045,raw_action_units,0.001147987284,0.001147987284,4.908237423,"[0.0007825326, 0.0010456123, 0.0012901608, 0.001473644]","[6.9842104912, 5.1279845238, 4.0504937172, 3.4702577591]","[0.0103643788, 0.0178487524, 0.0256525222, 0.0330307819]","[0.0096290903, 0.0077264248, 0.0109332539, 0.0003167515, 0.0008949612, 0.0004372392, 0.1221310049]",0,0.02186863941,raw_action_units,190,6073,769564,769564,true
83,train,0.01179999883,0.01058850095,raw_action_units,0.001211497907,0.001211497907,5.085947664,"[0.0008537635, 0.0011293776, 0.0013294074, 0.0015334423]","[6.9141845703, 5.3760476112, 4.3336296082, 3.7199323177]","[0.0069762212, 0.0088959066, 0.0110969665, 0.0153578985]","[0.0079454407, 0.0051186136, 0.0080213938, 0.0003771021, 0.0007993992, 0.0004160958, 0.0513941944]",0,0.01058850046,raw_action_units,1315,42067,769564,769564,true
83,val,0.0252780829,0.02423294524,raw_action_units,0.001045137722,0.001045137722,5.264459887,"[0.0007075109, 0.0009471928, 0.0011586272, 0.0013672207]","[7.2024011612, 5.5404524803, 4.4707918167, 3.8441913128]","[0.011360486, 0.0197788663, 0.0280928835, 0.0373773277]","[0.0106179053, 0.0074954242, 0.011132108, 0.0003416848, 0.0008581567, 0.0004545575, 0.1381669044]",0,0.0242329442,raw_action_units,190,6073,769564,769564,true
84,train,0.01176650978,0.01055904566,raw_action_units,0.001207464111,0.001207464111,5.150534447,"[0.0008506535, 0.0011257594, 0.0013250436, 0.0015284019]","[7.0190134048, 5.4466543198, 4.381043911, 3.7554318905]","[0.0069656838, 0.0089134043, 0.0110590318, 0.0152669866]","[0.0078794779, 0.0050586844, 0.0080501456, 0.0003730868, 0.0008223219, 0.0004131236, 0.0512621365]",0,0.01055904517,raw_action_units,1315,42067,769564,769564,true
84,val,0.02279219781,0.02177532134,raw_action_units,0.001016876481,0.001016876481,5.358349135,"[0.000701961, 0.0009276132, 0.0011200598, 0.0013178724]","[7.5657992363, 5.6468029022, 4.4524712563, 3.7683143616]","[0.0104432898, 0.0180240758, 0.025373172, 0.0328108147]","[0.0102835139, 0.0075599067, 0.0106910076, 0.0003259584, 0.0008929115, 0.0003964971, 0.1214900613]",0,0.02177532039,raw_action_units,190,6073,769564,769564,true
85,train,0.01167781399,0.01047412219,raw_action_units,0.001203691816,0.001203691816,5.202682414,"[0.0008471871, 0.0011218142, 0.0013224827, 0.0015232844]","[7.1002840996, 5.5035881996, 4.4189133644, 3.7879476547]","[0.0069047315, 0.0088976473, 0.010949797, 0.0151295988]","[0.007917556, 0.0050757555, 0.0080520315, 0.0003732457, 0.0008011039, 0.0004141765, 0.0506593175]",0,0.0104741217,raw_action_units,1315,42067,769564,769564,true
85,val,0.02499663344,0.02393950751,raw_action_units,0.001057126044,0.001057126044,5.466678813,"[0.0007181459, 0.0009516468, 0.0011739621, 0.0013847499]","[7.7213191986, 5.7399868965, 4.5572428703, 3.8481650352]","[0.0103852795, 0.0186152328, 0.028284587, 0.0379345044]","[0.0102613745, 0.0072213151, 0.0121856946, 0.0003224059, 0.0009147362, 0.0005972722, 0.1351315379]",0,0.02393950648,raw_action_units,190,6073,769564,769564,true
86,train,0.01150527566,0.01030620413,raw_action_units,0.001199071514,0.001199071514,5.19913853,"[0.0008468635, 0.0011183815, 0.0013138506, 0.0015171923]","[7.1185646057, 5.5020608902, 4.4075627327, 3.7683668137]","[0.0068575609, 0.0086345328, 0.0106367711, 0.015054659]","[0.0078055416, 0.0050526634, 0.0079237521, 0.0003773883, 0.0008037188, 0.0004166232, 0.049691394]",0,0.01030620365,raw_action_units,1315,42067,769564,769564,true
86,val,0.02309938415,0.02204522801,raw_action_units,0.001054156242,0.001054156242,4.678194218,"[0.0007181953, 0.0009621776, 0.0011715437, 0.0013647085]","[6.6300692558, 4.9324064255, 3.8724062443, 3.2778966427]","[0.0104836961, 0.017834926, 0.0255355649, 0.0338350609]","[0.0102720968, 0.0078012198, 0.0109972516, 0.0003594418, 0.0008268188, 0.0004559445, 0.1227434203]",0,0.02204522691,raw_action_units,190,6073,769564,769564,true
87,train,0.0114554138,0.01025936576,raw_action_units,0.001196048036,0.001196048036,5.164750173,"[0.0008482137, 0.0011163341, 0.0013096367, 0.0015100073]","[7.1051187515, 5.4772281647, 4.3575186729, 3.719129324]","[0.0068448526, 0.0086087007, 0.010617828, 0.0149179893]","[0.0078221718, 0.0050301249, 0.0079125576, 0.0003704891, 0.0008034184, 0.0004163333, 0.049376294]",0,0.0102593653,raw_action_units,1315,42067,769564,769564,true
87,val,0.02355083271,0.02252180795,raw_action_units,0.001029024731,0.001029024731,5.143484209,"[0.00070907, 0.0009337196, 0.0011339118, 0.001339397]","[7.1923556328, 5.3965344429, 4.3085932732, 3.6764538288]","[0.0105080651, 0.0184215829, 0.026478311, 0.0341398902]","[0.0096737491, 0.0073927669, 0.0105915954, 0.0003245394, 0.0010298619, 0.000542919, 0.1271532625]",0,0.02252180698,raw_action_units,190,6073,769564,769564,true
88,train,0.01131678729,0.01012280803,raw_action_units,0.001193979248,0.001193979248,5.270034625,"[0.0008427024, 0.0011127911, 0.0013095937, 0.0015108283]","[7.274851799, 5.5821299553, 4.4364514351, 3.7867047787]","[0.0066956771, 0.008436989, 0.0105408765, 0.014802454]","[0.0077610235, 0.0050703348, 0.0078361053, 0.0003660101, 0.00081368, 0.0004149664, 0.0485708751]",0,0.01012280758,raw_action_units,1315,42067,769564,769564,true
